timestamp,profile,edge,sni,host,path,transport,tcp_ok,tls_ok,upgrade_ok,status,elapsed_ms,error
2026-08-01T20:57:10+0330,uacSpoofer 4,197.234.240.133,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27771.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,197.234.241.122,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27794.3,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,197.234.242.112,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27862.0,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,197.234.243.122,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27910.3,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,198.41.144.163,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27910.7,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,198.41.175.92,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27999.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,198.41.239.92,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28266.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,162.158.66.143,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28287.1,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,162.158.189.112,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28287.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,162.159.189.112,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28345.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,104.20.225.71,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28515.1,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,104.22.245.194,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28536.9,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,104.26.112.163,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28617.3,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,172.66.245.194,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28745.3,TimeoutError: 
